Protein A;Gene A;Protein B;Gene B;Score;PMID
Q99JB6;FOXP3;Q922G2;FAM76A;0.126;22922362 
Q99JB6;FOXP3;Q922M5;CDCA7L;0.126;22922362 
Q99JB6;FOXP3;Q922V4;PLRG1;0.126;22922362 
Q99JB6;FOXP3;Q923E4;SIRT1;0.21;26365427 
Q99JB6;FOXP3;Q924H2;MED15;0.126;22922362 
Q99JB6;FOXP3;Q924H7;WAC;0.126;22922362 
Q99JW4;LIMS1;Q99JB6;FOXP3;0.126;22922362 
Q99K28;ARFGAP2;Q99JB6;FOXP3;0.126;22922362 
Q99L45;EIF2S2;Q99JB6;FOXP3;0.126;22922362 
Q99LH1;GNL2;Q99JB6;FOXP3;0.126;22922362 
Q99LT0;DPY30;Q99JB6;FOXP3;0.126;22922362 
P35991;BTK;P15105;GLUL;0.183;15102471 
Q99LX0;PARK7;Q99JB6;FOXP3;0.126;22922362 
Q99M28;RNPS1;Q99JB6;FOXP3;0.126;22922362 
Q99ME9;GTPBP4;Q99JB6;FOXP3;0.126;22922362 
Q99MU3;ADAR;Q99JB6;FOXP3;0.126;22922362 
Q99N69;LPXN;Q99JB6;FOXP3;0.126;22922362 
Q99P88;NUP155;Q99JB6;FOXP3;0.126;22922362 
Q99PU8;DHX30;Q99JB6;FOXP3;0.126;22922362 
Q99PV8;BCL11B;Q99JB6;FOXP3;0.126;22922362 
Q9CPN8;IGF2BP3;Q99JB6;FOXP3;0.126;22922362 
Q9CPP0;NPM3;Q99JB6;FOXP3;0.126;22922362 
Q9CPQ5;CENPQ;Q99JB6;FOXP3;0.126;22922362 
Q9CRA8;EXOSC5;Q99JB6;FOXP3;0.126;22922362 
Q9CRC8;LRRC40;Q99JB6;FOXP3;0.126;22922362 
Q9CWK3;CD2BP2;Q99JB6;FOXP3;0.126;22922362 
Q9CWZ3;RBM8A;Q99JB6;FOXP3;0.126;22922362 
Q9CXE2;BCL7A;Q99JB6;FOXP3;0.126;22922362 
Q9CXF7;CHD1L;Q99JB6;FOXP3;0.126;22922362 
Q9CYA6;ZCCHC8;Q99JB6;FOXP3;0.126;22922362 
Q9CYI4;LUC7L;Q99JB6;FOXP3;0.126;22922362 
Q9CZA6;NDE1;Q99JB6;FOXP3;0.126;22922362 
Q9D032;SSBP3;Q99JB6;FOXP3;0.126;22922362 
Q9D0D5;GTF2E1;Q99JB6;FOXP3;0.126;22922362 
Q9D0M0;EXOSC7;Q99JB6;FOXP3;0.126;22922362 
Q9D0R4;DDX56;Q99JB6;FOXP3;0.126;22922362 
Q9D1M0;SEC13;Q99JB6;FOXP3;0.126;22922362 
Q9D2H6;SP2;Q99JB6;FOXP3;0.126;22922362 
Q9D554;SF3A3;Q99JB6;FOXP3;0.126;22922362 
Q9D6T0;NOSIP;Q99JB6;FOXP3;0.126;22922362 
Q9D787;PPIL2;Q99JB6;FOXP3;0.126;22922362 
Q9D842;APLF;Q99JB6;FOXP3;0.126;22922362 
Q9D9Z1;KNSTRN;Q99JB6;FOXP3;0.126;22922362 
Q9DA08;CCDC101;Q99JB6;FOXP3;0.126;22922362 
Q9DAA6;EXOSC1;Q99JB6;FOXP3;0.126;22922362 
Q9DAW9;CNN3;Q99JB6;FOXP3;0.126;22922362 
Q9DB85;RRP8;Q99JB6;FOXP3;0.126;22922362 
Q9DBE9;FTSJ3;Q99JB6;FOXP3;0.126;22922362 
Q9DBG3;AP2B1;Q99JB6;FOXP3;0.126;22922362 
Q9DBY0;FOXP4;Q99JB6;FOXP3;0.126;22922362 
Q9DC28;CSNK1D;Q99JB6;FOXP3;0.126;22922362 
Q9DCD2;XAB2;Q99JB6;FOXP3;0.126;22922362 
Q9DCL9;PAICS;Q99JB6;FOXP3;0.126;22922362 
Q9DCR2;AP3S1;Q99JB6;FOXP3;0.126;22922362 
Q9EP97;SENP3;Q99JB6;FOXP3;0.126;22922362 
Q9ERA6;TFIP11;Q99JB6;FOXP3;0.126;22922362 
Q9ERH4;NUSAP1;Q99JB6;FOXP3;0.126;22922362 
Q9ERK4;CSE1L;Q99JB6;FOXP3;0.126;22922362 
Q9ERU9;RANBP2;Q99JB6;FOXP3;0.126;22922362 
Q9ES52;INPP5D;Q99JB6;FOXP3;0.126;22922362 
Q9JHU4;DYNC1H1;Q99JB6;FOXP3;0.126;22922362 
Q9JI13;UTP3;Q99JB6;FOXP3;0.126;22922362 
Q9JI44;DMAP1;Q99JB6;FOXP3;0.126;22922362 
Q9JIF7;COPB1;Q99JB6;FOXP3;0.126;22922362 
Q9JIX8;ACIN1;Q99JB6;FOXP3;0.126;22922362 
Q9JK30;ORC3;Q99JB6;FOXP3;0.126;22922362 
Q9JKF1;IQGAP1;Q99JB6;FOXP3;0.126;22922362 
Q9JKP5;MBNL1;Q99JB6;FOXP3;0.126;22922362 
Q9JKX4;AATF;Q99JB6;FOXP3;0.126;22922362 
Q9JKX6;NUDT5;Q99JB6;FOXP3;0.126;22922362 
Q9JL26;FMNL1;Q99JB6;FOXP3;0.126;22922362 
Q9JLQ0;CD2AP;Q99JB6;FOXP3;0.126;22922362 
Q9JLQ2;GIT2;Q99JB6;FOXP3;0.126;22922362 
Q9JLV5;CUL3;Q99JB6;FOXP3;0.126;22922362 
Q9QUJ7;ACSL4;Q99JB6;FOXP3;0.126;22922362 
Q9QWH1;PHC2;Q99JB6;FOXP3;0.126;22922362 
Q9QWT9;KIFC1;Q99JB6;FOXP3;0.126;22922362 
Q9QXK3;COPG2;Q99JB6;FOXP3;0.126;22922362 
Q9QXS1;PLEC;Q99JB6;FOXP3;0.126;22922362 
Q9QYB5;ADD3;Q99JB6;FOXP3;0.126;22922362 
Q9QYC0;ADD1;Q99JB6;FOXP3;0.126;22922362 
Q9QYS9;QKI;Q99JB6;FOXP3;0.126;22922362 
Q9QZH3;PPIE;Q99JB6;FOXP3;0.126;22922362 
Q9R0B7;ZNF346;Q99JB6;FOXP3;0.126;22922362 
Q9WU78;PDCD6IP;Q99JB6;FOXP3;0.126;22922362 
Q9WUM4;CORO1C;Q99JB6;FOXP3;0.126;22922362 
Q9WV32;ARPC1B;Q99JB6;FOXP3;0.126;22922362 
Q9WV60;GSK3B;Q99JB6;FOXP3;0.126;22922362 
Q9WVM3;ANAPC7;Q99JB6;FOXP3;0.126;22922362 
Q9Z1B5;MAD2L1;Q99JB6;FOXP3;0.126;22922362 
Q9Z1K5;ARIH1;Q99JB6;FOXP3;0.126;22922362 
Q9Z1M8;IK;Q99JB6;FOXP3;0.126;22922362 
Q9Z1N2;ORC1;Q99JB6;FOXP3;0.126;22922362 
Q9Z1Z0;USO1;Q99JB6;FOXP3;0.126;22922362 
Q9Z1Z2;STRAP;Q99JB6;FOXP3;0.126;22922362 
Q9Z2U4;ELF4;Q99JB6;FOXP3;0.126;22922362 
Q99JG3;ANXA13;Q60680;CHUK;0.183;15102471 
Q99JG7;TNIP2;P25799;NFKB1;0.21;15169888 
Q99JG7;TNIP2;Q07174;MAP3K8;0.21;15169888 
Q99JJ1;CRY2;O08785;CLOCK;0.21;18430226 
Q99JP6;HOMER3;P97772;GRM1;0.126;22486777 
Q99JR8;SMARCD2;B1AXD8;AKIRIN2 {ECO:0000303|PUBMED:18066067};0.21;25107474 
Q6P9K8;CASKIN1;O88952;LIN7C;0.21;16186258 
Q99JW4;LIMS1;O55222;ILK;0.523;12432066 23612611 
Q99JX1;TAF11;P61216;TAF13;0.126;11591653 
Q99JX7;NXF1;Q63850;NUP62;0.569;15820316 11579093 
Q9QYR6;MAP1A;Q99JX7;NXF1;0.309;16014633 
Q99JY1;TIRAP;P26450;PIK3R1;0.21;19574958 
Q99JY1;TIRAP;P41274;TNFSF9;0.21;24084649 
Q99JY9;ACTR3;P14094;ATP1B1;0.126;17205597 
Q99JY9;ACTR3;Q8VDN2;ATP1A1;0.126;17205597 
Q99JY9;ACTR3;Q99JW5;EPCAM;0.126;17205597 
Q9JIP7;SLC15A1;Q99JY9;ACTR3;0.126;17205597 
Q99JZ7;ERRFI1;Q60631;GRB2;0.183;15102471 
Q99JZ7;ERRFI1;Q8CIH5;PLCG2;0.183;15102471 
Q99K43;PRC1;P47713;PLA2G4A;0.183;15102471 
Q99K43;PRC1;P97797;SIRPA;0.183;15102471 
Q99K48;NONO;P63001;RAC1;0.183;15102471 
Q99K51;PLS3;O70305;ATXN2;0.21;16115810 
Q99K90;TAB2;P62991;UBA52;0.671;19927120 
Q99KD7;HSPA2;Q08460;KCNMA1;0.126;19423573 
Q9D8T7;SLIRP;Q99KF9;LRPPRC;0.21;22045337 
Q99KI0;ACO2;P11881;ITPR1;0.21;15652484 
Q99KI0;ACO2;Q08460;KCNMA1;0.332;19423573 
Q99KI0;ACO2;Q62108;DLG4;0.236;19455133 
Q99KK1;REEP3;Q8R5J9;ARL6IP5;0.126;11591653 
Q99KL7;RAB28;Q6PAL0;BEND3;0.126;26885862 
Q99KL7;RAB28;Q8R574;PRPSAP2;0.126;26885862 
Q9DB54;FAM216A;Q99KL7;RAB28;0.126;26885862 
Q99KP6;PRPF19;P62196;PSMC5;0.376;17349974 
Q99KR7;PPIF;P11881;ITPR1;0.21;24947355 
Q99KX1;MLF2;P42227;STAT3;0.183;15102471 
Q99KY4;GAK;Q8CI32;BAG5;0.126;24510904 
P15116;CDH2;O88572;LRP6;0.21;19075000 
P27467;WNT3A;P15116;CDH2;0.21;19075000 
P28738;KIF5C;P15116;CDH2;0.21;15834408 
P30999;CTNND1;P15116;CDH2;0.376;15834408 
Q99L60;ATP6V1C2;Q78T54;VMA21;0.21;19379691 
P35438;GRIN1;P15116;CDH2;0.597;16635246 17589506 10862698 
Q99L74;EZH2;Q921E6;EED;0.126;20064375 
P35546;RET;P15116;CDH2;0.126;21357690 
Q99L88;SNTB1;P11531;DMD;0.507;9214383 22937058 
P41241;CSK;P15116;CDH2;0.21;15861137 
P70188;KIFAP3;P15116;CDH2;0.376;15834408 
Q99LB4;CAPG;Q08460;KCNMA1;0.236;19423573 
P98203;ARVCF;P15116;CDH2;0.309;11719554 
Q99LD4;GPS1;O35864;COPS5;0.21;20974137 
Q61771;KIF3B;P15116;CDH2;0.376;15834408 
Q99LD4;GPS1;O88543;COPS3;0.21;20974137 
Q91VN0;LRP5;P15116;CDH2;0.376;19075000 
Q99LD4;GPS1;O88545;COPS6;0.21;20974137 
Q9QZS3;NUMB;P15116;CDH2;0.21;17589506 
Q99LD4;GPS1;Q8BV13;COPS7B;0.21;20974137 
Q99LD4;GPS1;Q8VBV7;COPS8;0.21;20974137 
Q99LF8;PABPC4;Q8K3Y3;LIN28A;0.21;19713958 
Q99LI5;ZNF281;P11440;CDK1;0.126;17093407 
Q99LI5;ZNF281;Q61066;NR0B1;0.126;17093407 
Q99LI5;ZNF281;Q61103;DPF2;0.126;17093407 
Q99LI5;ZNF281;Q61545;EWSR1;0.126;17093407 
Q99LI5;ZNF281;Q6PR54;RIF1;0.126;17093407 
Q99LI5;ZNF281;Q8BX22;SALL4;0.126;17093407 
Q99LI8;HGS;Q61187;TSG101;0.309;12802020 
Q99LQ1;MBIP;G5E829;ATP2B1;0.183;15102471 
Q99LQ1;MBIP;P61965;WDR5;0.376;19103755 
Q99LQ1;MBIP;Q8CID0;CSRP2BP;0.454;19103755 
Q9JHD2;KAT2A;Q99LQ1;MBIP;0.454;20508642 19103755 
Q99LU0;CHMP1B1;Q8BH43;WASF2;0.183;15102471 
Q99LW6;YAF2;Q6PDN3;MYLK;0.183;15102471 
Q99LX0;PARK7;P56371;RAB4A;0.126;21645620 
Q99LX0;PARK7;P61021;RAB5B;0.126;21645620 
Q99LX0;PARK7;P63011;RAB3A;0.126;21645620 
Q99LX0;PARK7;P63044;VAMP2;0.21;21645620 
Q99LX0;PARK7;P68040;GNB2L1;0.309;24947010 
Q99LX0;PARK7;Q3U1N2;SREBF2;0.21;22666465 
Q99LX0;PARK7;Q62277;SYP;0.454;21645620 
Q99LX0;PARK7;Q8VEA8;RAB7B;0.126;21645620 
Q9CZ15;GINS1;Q99LZ3;GINS4;0.21;16338220 
Q99M15;PSTPIP2;P35831;PTPN12;0.309;9804817 
Q9QY14;FOXE3;Q99M28;RNPS1;0.183;20211142 
Q99M51;NCK1;O88643;PAK1;0.183;15102471 
Q99M51;NCK1;P97820;MAP4K4;0.183;15102471 
Q9EQ32;PIK3AP1;Q99M51;NCK1;0.332;15102471 
Q99M87;DNAJA3;P38647;HSPA9;0.21;16327803 
Q99M87;DNAJA3;P39428;TRAF1;0.183;15102471 
Q99MB1;TLR3;P70196;TRAF6;0.21;25828701 
Q99MB1;TLR3;Q60855;RIPK1;0.21;25828701 
Q99MB1;TLR3;Q62073;MAP3K7;0.21;25828701 
Q99MB1;TLR3;Q63994;CD33;0.126;25187624 
Q99MB1;TLR3;Q8BJQ4;TICAM2;0.21;25828701 
Q99MB1;TLR3;Q8CF89;TAB1;0.21;25828701 
Q99MB1;TLR3;Q99K90;TAB2;0.21;25828701 
Q9WV60;GSK3B;Q99MB1;TLR3;0.21;25828701 
Q99MD9;NASP;P11440;CDK1;0.569;19553603 
Q99MD9;NASP;P43274;HIST1H1E;0.21;10893414 
Q99MD9;NASP;P43276;HIST1H1B;0.21;10893414 
Q99MD9;NASP;P43277;HIST1H1D;0.21;10893414 
Q99ME3;SNCAIP;P0CG50;UBC;0.21;18782602 
Q99ME3;SNCAIP;P62991;UBA52;0.21;16096643 
Q99MJ6;PDZD3;Q60825;SLC34A1;0.454;11099500 
Q99MJ6;PDZD3;Q61983;SLC17A1;0.309;11099500 
Q99MK8;ADRBK1;P23804;MDM2;0.21;21081496 
Q99MK8;ADRBK1;P46935;NEDD4;0.454;17544362 
Q99MK8;ADRBK1;P62874;GNB1;0.21;7972043 
Q99MK8;ADRBK1;P63213;GNG2;0.21;7972043 
Q9JHG7;PIK3CG;Q99MK8;ADRBK1;0.21;19429709 
Q9QXZ9;OPN4;Q99MK8;ADRBK1;0.126;22159583 
Q9WU38;SCNN1B;Q99MK8;ADRBK1;0.309;17544362 
Q99MK9;RASSF1;O35613;DAXX;0.332;18566590 
Q99MK9;RASSF1;Q3UIW5;RNF10;0.309;17335777 
Q99ML9;RNF111;O35253;SMAD7;0.21;16601693 
Q99ML9;RNF111;P25118;TNFRSF1A;0.183;15102471 
Q99MQ3;PINK1;Q99MQ3;PINK1;0.332;14607334 
Q99MR0;ACTL6B;O35846;SMARCA2;0.21;12368262 
Q99MR0;ACTL6B;Q3TKT4;SMARCA4;0.376;12368262 
Q99MR0;ACTL6B;Q6DIC0;SMARCA2;0.21;12368262 
Q99MR1;GIGYF1;P05017;IGF1;0.21;12771153 
Q99MV7;RNF17;Q99MV7;RNF17;0.236;16093322 
Q99MZ3;MLXIPL;Q8CGY8;OGT;0.21;21471514 
Q99N13;HDAC9;P60335;PCBP1;0.332;15102471 
Q99N13;HDAC9;Q63943;MEF2D;0.183;15102471 
Q9CS84;NRXN1;Q99N48;SYTL3;0.21;11243866 
Q99N57;RAF1;P32883;KRAS;0.183;15102471 
Q99N57;RAF1;P70296;PEBP1;0.376;23055494 
Q99N57;RAF1;Q0KK55;KNDC1;0.21;17984326 
Q99N57;RAF1;Q3UGM2;NEK10;0.376;20956560 
Q99N57;RAF1;Q8VI36;PXN;0.376;14636584 
Q99N69;LPXN;Q62406;IRAK1;0.183;15102471 
Q99N72;MCF2;Q61039;HAND2;0.332;15102471 
Q9CS84;NRXN1;Q99N80;SYTL1;0.21;11243866 
Q99NE5;RIMS1;P35276;RAB3D;0.21;12578829 
Q99NE5;RIMS1;P61027;RAB10;0.21;12578829 
Q99NE5;RIMS1;P62823;RAB3C;0.21;12578829 
Q99NE5;RIMS1;Q504M8;RAB26;0.21;12578829 
Q9CZT8;RAB3B;Q99NE5;RIMS1;0.21;12578829 
Q9CZV8;FBXL20;Q99NE5;RIMS1;0.765;17803915 
Q9EQZ6;RAPGEF4;Q99NE5;RIMS1;0.21;11056535 
Q9JKM7;RAB37;Q99NE5;RIMS1;0.21;12578829 
Q99NE9;PBX4;P97875;JDP2;0.183;20211142 
Q99NE9;PBX4;Q8BG99;PKNOX2;0.183;20211142 
Q99NH0;ANKRD17;Q62406;IRAK1;0.183;15102471 
Q99NH2;PARD3;O70456;SFN;0.21;20439433 
Q99NH2;PARD3;Q02956;PRKCZ;0.454;22975380 16510873 
Q9JLB9;PVRL3;Q99NH2;PARD3;0.309;12515806 
Q9Z101;PARD6A;Q99NH2;PARD3;0.454;19379695 16510873 
Q9CPU7;FBXO32;Q99P21;MUTYH;0.21;21964591 
Q99P58;RAB27B;O88342;WDR1;0.126;26885862 
Q99P58;RAB27B;Q8C119;NDNF;0.126;26885862 
Q99P58;RAB27B;Q91YM4;TBRG4;0.126;26885862 
Q9ERI2;RAB27A;Q99P58;RAB27B;0.261;26885862 
Q99P68;SOST;O88572;LRP6;0.21;17002572 
Q99P68;SOST;Q91VN0;LRP5;0.21;17002572 
Q99PI8;RTN4R;Q99P72;RTN4;0.507;11201742 12839991 
Q9CPU7;FBXO32;Q99P72;RTN4;0.21;21964591 
Q99P81;ABCG3;O88312;AGR2;0.126;17205597 
Q99P81;ABCG3;P17742;PPIA;0.126;17205597 
Q99P81;ABCG3;P18760;CFL1;0.126;17205597 
Q99P81;ABCG3;P26040;EZR;0.126;17205597 
Q99P81;ABCG3;P60766;CDC42;0.126;17205597 
Q99P81;ABCG3;P62962;PFN1;0.126;17205597 
Q99P81;ABCG3;P70441;SLC9A3R1;0.126;17205597 
Q99P81;ABCG3;P97429;ANXA4;0.126;17205597 
Q99P81;ABCG3;Q64176;CES1E;0.126;17205597 
Q99P81;ABCG3;Q8K419;LGALS4;0.126;17205597 
Q99P81;ABCG3;Q99JG3;ANXA13;0.126;17205597 
Q9CQW5;LGALS2;Q99P81;ABCG3;0.126;17205597 
Q9R0P5;DSTN;Q99P81;ABCG3;0.126;17205597 
P15208;INSR;O08917;FLOT1;0.21;16455755 
P15208;INSR;P05480;SRC;0.21;19122674 
P31750;AKT1;P15208;INSR;0.21;19122674 
P49817;CAV1;P15208;INSR;0.309;17699617 12036959 
P51637;CAV3;P15208;INSR;0.21;16455755 
Q02257;JUP;P15208;INSR;0.376;24567360 
Q3UHD9;AGAP2;P15208;INSR;0.21;21720388 
Q62417;SORBS1;P15208;INSR;0.21;9447983 
Q91YI4;ARRB2;P15208;INSR;0.21;19122674 
Q99P91;GPNMB;P47713;PLA2G4A;0.183;15102471 
P15209;NTRK2;P0CG50;UBC;0.21;21574998 
P20181;NTF3;P15209;NTRK2;0.033;8621424 
P21237;BDNF;P15209;NTRK2;0.033;1375038 
Q99PJ1;PCDH15;Q99PF4;CDH23;0.309;19270079 
P35235;PTPN11;P15209;NTRK2;0.376;21364532 
Q9ES64;USH1C;Q99PF4;CDH23;0.61;15590703 15928608 12407180 
P49615;CDK5;P15209;NTRK2;0.21;17341134 
Q99PG4;RGS18;P21279;GNAQ;0.21;11342430 
P61809;CDK5R1;P15209;NTRK2;0.21;17341134 
Q9DC51;GNAI3;Q99PG4;RGS18;0.21;11342430 
Q62077;PLCG1;P15209;NTRK2;0.21;23424281 
Q99PH1;LRRC4;Q8R4F1;NTNG2;0.309;17785411 
Q62108;DLG4;P15209;NTRK2;0.376;23424281 
Q99PI5;LPIN2;Q3TP92;CTDNEP1;0.21;23657815 
Q64337;SQSTM1;P15209;NTRK2;0.21;21574998 
Q9QYY0;GAB1;P15209;NTRK2;0.21;23424281 
Q99PJ2;TRIM8;O35716;SOCS1;0.569;12163497 
Q99PJ2;TRIM8;Q61210;ARHGEF1;0.183;15102471 
P15261;IFNGR1;A2A7Q9;RNF19B;0.21;27570112 
Q62120;JAK2;P15261;IFNGR1;0.21;7499845 
P0DI97;NRXN1;O88952;LIN7C;0.21;16186258 
Q99PM3;GTF2A1;P62340;TBPL1;0.21;15927180 
Q99PM3;GTF2A1;Q8BP86;SNAPC4;0.183;20211142 
Q99PM3;GTF2A1;Q8R4I4;GTF2A1L;0.21;15927180 
Q99PM3;GTF2A1;Q99PM3;GTF2A1;0.236;15927180 
Q99PM9;UCK2;P39688;FYN;0.183;15102471 
Q99PM9;UCK2;Q60631;GRB2;0.183;15102471 
Q99PN3;TRIM26;Q5NCY0;KDM6B;0.376;23452852 
Q99PN3;TRIM26;Q8BLG0;PHF20;0.21;23452852 
Q99PP7;TRIM33;P17433;SPI1;0.21;21474105 
Q99PP7;TRIM33;P22091;TAL1;0.21;21474105 
Q99PQ2;TRIM11;P63015;PAX6;0.454;18628401 
Q99PR8;HSPB2;O08749;DLD;0.126;26465331 
Q99PR8;HSPB2;O09111;NDUFB11;0.126;26465331 
Q99PR8;HSPB2;O54774;AP3D1;0.126;26465331 
Q99PR8;HSPB2;O88441;MTX2;0.126;26465331 
Q99PR8;HSPB2;O88492;PLIN4;0.126;26465331 
Q99PR8;HSPB2;P03888;MTND1;0.126;26465331 
Q99PR8;HSPB2;P03911;MTND4;0.126;26465331 
Q99PR8;HSPB2;P03921;MTND5;0.126;26465331 
Q99PR8;HSPB2;P10493;NID1;0.126;26465331 
Q99PR8;HSPB2;P19123;TNNC1;0.126;26465331 
P46938;YAP1;O88952;LIN7C;0.21;21145499 
Q99PR8;HSPB2;P20152;VIM;0.126;26465331 
Q99PR8;HSPB2;P47934;CRAT;0.126;26465331 
Q99PR8;HSPB2;P51150;RAB7A;0.126;26465331 
Q99PR8;HSPB2;P51881;SLC25A5;0.126;26465331 
Q99PR8;HSPB2;P52825;CPT2;0.126;26465331 
Q99PR8;HSPB2;P58281;OPA1;0.126;26465331 
Q01097;GRIN2B;O88952;LIN7C;0.21;16186258 
Q99PR8;HSPB2;P63017;HSPA8;0.126;26465331 
Q99PR8;HSPB2;P67778;PHB;0.126;26465331 
P60469;PPFIA3;O88952;LIN7C;0.21;16186258 
Q99PR8;HSPB2;P70670;NACA;0.126;26465331 
Q99PR8;HSPB2;P99028;UQCRH;0.126;26465331 
Q99PR8;HSPB2;Q05793;HSPG2;0.126;26465331 
Q99PR8;HSPB2;Q06185;ATP5I;0.126;26465331 
Q99PR8;HSPB2;Q08857;CD36;0.126;26465331 
Q99PR8;HSPB2;Q3UIU2;NDUFB6;0.126;26465331 
Q99PR8;HSPB2;Q3ULD5;MCCC2;0.126;26465331 
Q99PR8;HSPB2;Q60597;OGDH;0.126;26465331 
Q99PR8;HSPB2;Q60675;LAMA2;0.126;26465331 
Q99PR8;HSPB2;Q60817;NACA;0.126;26465331 
Q99PR8;HSPB2;Q61387;COX7A2L;0.126;26465331 
Q99PR8;HSPB2;Q62261;SPTBN1;0.126;26465331 
Q99PR8;HSPB2;Q64727;VCL;0.126;26465331 
Q99PR8;HSPB2;Q791V5;MTCH2;0.126;26465331 
Q99PR8;HSPB2;Q7TPR4;ACTN1;0.126;26465331 
Q99PR8;HSPB2;Q8BGH2;SAMM50;0.126;26465331 
Q99PR8;HSPB2;Q8BH59;SLC25A12;0.126;26465331 
Q99PR8;HSPB2;Q8BUY5;TIMMDC1;0.126;26465331 
Q99PR8;HSPB2;Q8BW75;MAOB;0.126;26465331 
Q99PR8;HSPB2;Q8R0Y8;SLC25A42;0.126;26465331 
Q99PR8;HSPB2;Q91WS0;CISD1;0.126;26465331 
Q99PR8;HSPB2;Q924X2;CPT1B;0.126;26465331 
Q99PR8;HSPB2;Q99MR8;MCCC1;0.126;26465331 
Q99PR8;HSPB2;Q99PR8;HSPB2;0.155;26465331 
Q9CPQ8;ATP5L;Q99PR8;HSPB2;0.126;26465331 
Q9CQ54;NDUFC2;Q99PR8;HSPB2;0.126;26465331 
Q9CQ69;UQCRQ;Q99PR8;HSPB2;0.126;26465331 
Q9CQH3;NDUFB5;Q99PR8;HSPB2;0.126;26465331 
Q9CQJ8;NDUFB9;Q99PR8;HSPB2;0.126;26465331 
Q9CQZ6;NDUFB3;Q99PR8;HSPB2;0.126;26465331 
Q9CRB8;MTFP1;Q99PR8;HSPB2;0.126;26465331 
Q9D023;MPC2;Q99PR8;HSPB2;0.126;26465331 
Q9D172;D10JHU81E;Q99PR8;HSPB2;0.126;26465331 
Q9D2G2;DLST;Q99PR8;HSPB2;0.126;26465331 
Q9D6J5;NDUFB8;Q99PR8;HSPB2;0.126;26465331 
Q9DB15;MRPL12;Q99PR8;HSPB2;0.126;26465331 
Q9DCT8;CRIP2;Q99PR8;HSPB2;0.126;26465331 
Q9DCZ4;APOO;Q99PR8;HSPB2;0.126;26465331 
Q9EQP2;EHD4;Q99PR8;HSPB2;0.126;26465331 
Q9JLZ3;AUH;Q99PR8;HSPB2;0.126;26465331 
Q9Z0X1;AIFM1;Q99PR8;HSPB2;0.126;26465331 
Q9Z2Z6;SLC25A20;Q99PR8;HSPB2;0.126;26465331 
Q99PT1;ARHGDIA;P60764;RAC3;0.183;15102471 
Q99PU7;BAP1;B2RRE7;OTUD4 {ECO:0000312|EMBL:AAI38374.1, ECO:0000312|MGI:MGI:1098801};0.21;22878500 
Q99PU7;BAP1;O70161;PIP5K1C;0.21;22878500 
Q99PU7;BAP1;P20444;PRKCA;0.21;22878500 
Q99PU7;BAP1;P42128;FOXK1;0.21;22878500 
Q99PU7;BAP1;P59598;ASXL1;0.21;22878500 
Q99PU7;BAP1;P62806;HIST4H4;0.21;22878500 
Q99PU7;BAP1;Q61191;HCFC1;0.21;22878500 
Q99PU7;BAP1;Q8BZ32;ASXL2;0.21;22878500 
Q99PU7;BAP1;Q8CGY8;OGT;0.21;22878500 
Q99PU7;BAP1;Q8CIG3;KDM1B;0.21;22878500 
Q811D0;DLG1;O88952;LIN7C;0.21;16186258 
Q99PV5;BHLHE41;O08785;CLOCK;0.183;23555304 
Q99PV5;BHLHE41;O54943;PER2;0.183;23555304 
Q99PV5;BHLHE41;P15806;TCF3;0.523;12657651 
Q99PV5;BHLHE41;P53566;CEBPA;0.21;19029947 
Q99PV5;BHLHE41;P97784;CRY1;0.183;23555304 
Q99PV5;BHLHE41;Q3ULA2;BTRC;0.183;23555304 
Q99PV5;BHLHE41;Q99PV5;BHLHE41;0.21;23555304 
Q9JMK2;CSNK1E;Q99PV5;BHLHE41;0.183;23555304 
Q9R194;CRY2;Q99PV5;BHLHE41;0.183;23555304 
Q9WV60;GSK3B;Q99PV5;BHLHE41;0.183;23555304 
Q99PV8;BCL11B;B2RWS6;EP300;0.21;16809611 
Q8BSS9;PPFIA2;O88952;LIN7C;0.21;16186258 
P15314;IRF1;P08775;POLR2A;0.21;17293456 
P63166;SUMO1;P15314;IRF1;0.623;18955028 
P63280;UBE2I;P15314;IRF1;0.671;18955028 
P70392;RASGRF2;O88974;SETDB1;0.183;15102471 
Q9EPK5;WWTR1;O88952;LIN7C;0.21;21145499 
Q9CS84;NRXN1;O88952;LIN7C;0.21;16186258 
O89090;SP1;O70494;SP3;0.309;12054741 
Q9JLB2;MPP5;O88952;LIN7C;0.21;16186258 
O88974;SETDB1;O88907;PIAS1;0.183;14611647 
O88974;SETDB1;O09000;NCOA3;0.183;14611647 
Q02248;CTNNB1;P0C5E4;PTPRQ;0.21;16973135 
P15116;CDH2;P0C5E4;PTPRQ;0.21;16973135 
P0C5E4;PTPRQ;P09803;CDH1;0.21;16973135 
P55284;CDH5;P0C5E4;PTPRQ;0.21;16973135 
P63017;HSPA8;O89019;INVS;0.126;21565611 
P26231;CTNNA1;P0C5E4;PTPRQ;0.21;16973135 
P30999;CTNND1;P0C5E4;PTPRQ;0.21;16973135 
Q9Z2Q2;KNOP1;P62259;YWHAE;0.081;16615898 
Q7TPR4;ACTN1;P0C5E4;PTPRQ;0.21;16973135 
Q548P8;ENAM;P29699;AHSG;0.309;15883644 
Q02257;JUP;P0C5E4;PTPRQ;0.21;16973135 
Q9Z2I0;LETM1;P62259;YWHAE;0.081;16615898 
