Protein A;Gene A;Protein B;Gene B;Score;PMID
Q61495;DSG1A;P0C5E4;PTPRQ;0.21;16973135 
Q9Z277;BAZ1B;P62259;YWHAE;0.081;16615898 
P38647;HSPA9;O89019;INVS;0.126;21565611 
Q9Z1Q5;CLIC1;P62259;YWHAE;0.081;16615898 
Q9Z0M5;LIPA;P62259;YWHAE;0.081;16615898 
Q9JHH9;COPZ2;P62259;YWHAE;0.081;16615898 
P20029;HSPA5;O89019;INVS;0.126;21565611 
Q9DCM0;ETHE1;P62259;YWHAE;0.081;16615898 
Q8VDN2;ATP1A1;P62259;YWHAE;0.081;16615898 
P11499;HSP90AB1;O89019;INVS;0.126;21565611 
Q0KL01;UBXN2B;P62259;YWHAE;0.081;16615898 
O88998;OLFM1;O88998;OLFM1;0.236;15927402 
Q08857;CD36;P62259;YWHAE;0.081;16615898 
P47713;PLA2G4A;O89032;SH3PXD2A;0.183;15102471 
Q9ESZ8;GTF2I;P0C605;PRKG1;0.21;19424179 
Q91WC1;POT1;O89023;TPP1;0.454;17053789 
Q08943;SSRP1;P62259;YWHAE;0.081;16615898 
Q8VC56;RNF8;O89023;TPP1;0.569;22101936 
Q61792;LASP1;P0C605;PRKG1;0.309;15465019 
Q8K3E5;AHI1;O89019;INVS;0.126;21565611 
Q91Z69;SRGAP1;O89026;ROBO1;0.21;11672528 
P70340;SMAD1;P0C605;PRKG1;0.454;19424179 
Q08879;FBLN1;P62259;YWHAE;0.081;16615898 
Q9CZB3;THUMPD2;P62259;YWHAE;0.081;16615898 
Q11136;PEPD;P62259;YWHAE;0.081;16615898 
Q64525;HIST2H2BB;O89033;CDC6;0.126;18635963 
Q11011;NPEPPS;P62259;YWHAE;0.081;16615898 
Q62108;DLG4;P62264;RPS14;0.236;19455133 
O89050;MKLN1;O89050;MKLN1;0.236;15084145 
P29533;VCAM1;P26043;RDX;0.309;16615918 
Q149F3;GSPT2;P62259;YWHAE;0.081;16615898 
P15379;CD44;P06240;LCK;0.21;11369760 
P15379;CD44;P06800;PTPRC;0.21;11369760 
P26043;RDX;P15379;CD44;0.309;16615918 
P41241;CSK;P15379;CD44;0.21;11369760 
Q60610;TIAM1;P15379;CD44;0.309;19893486 
P15388;KCNC1;P15388;KCNC1;0.236;12091563 
P33175;KIF5A;P15388;KCNC1;0.376;21106837 
Q61768;KIF5B;P15388;KCNC1;0.309;21106837 
P70677;CASP3;P62270;RPS18;0.065;19759058 
P97864;CASP7;P62270;RPS18;0.065;19759058 
Q9CZ28;SNF8;P62259;YWHAE;0.081;16615898 
Q91V28;PGD;P62259;YWHAE;0.081;16615898 
P12023;APP;O89051;ITM2B;0.21;21587206 
Q149B8;PERM1;P62259;YWHAE;0.081;16615898 
P15409;RHO;O70293;GRK6;0.033;10446210 
P02802;MT1;O55042;SNCA;0.309;19542206 
Q60769;TNFAIP3;P61079;UBE2D3;0.376;20185725 
Q64481;CYP3A16;P62259;YWHAE;0.081;16615898 
Q3TZX8;NOL9;P62259;YWHAE;0.081;16615898 
Q2VPQ9;MEAF6;P62259;YWHAE;0.081;16615898 
Q62108;DLG4;P15532;NME1;0.236;19455133 
Q64337;SQSTM1;P15533;TRIM30A;0.454;18598672 
Q80TE2;PCDH10;P15533;TRIM30A;0.21;23260144 
Q148V7;KIAA1468;P62259;YWHAE;0.081;16615898 
Q2TBE6;PI4K2A;P62259;YWHAE;0.081;16615898 
P47757;CAPZB;O89053;CORO1A;0.21;15800061 
Q9WU01;KHDRBS2;P62259;YWHAE;0.081;16615898 
Q9DC51;GNAI3;P62259;YWHAE;0.081;16615898 
P46938;YAP1;P30051;TEAD1;0.569;21376238 11358867 24882516 
Q9EPK5;WWTR1;P30051;TEAD1;0.183;20211142 
Q61136;PRPF4B;P62259;YWHAE;0.081;16615898 
Q8CBW3;ABI1;O89086;RBM3;0.183;15102471 
Q14AX6;CDK12;P62259;YWHAE;0.081;16615898 
Q9CZR8;TSFM;P62259;YWHAE;0.081;16615898 
Q5EBJ4;ERMN;P62259;YWHAE;0.081;16615898 
Q8VE92;RBM4B;P62259;YWHAE;0.081;16615898 
P21803;FGFR2;P15655;FGF2;0.309;11418238 
Q91V87;FGFRL1;P15655;FGF2;0.454;12813049 11418238 
Q14B46;RTKN2;P62259;YWHAE;0.081;16615898 
Q9D0F3;LMAN1;P62259;YWHAE;0.081;16615898 
Q8VDQ9;KRI1;P62259;YWHAE;0.081;16615898 
Q8VDK3;ELF5;Q6PE01;SNRNP40;0.126;26584622 
Q8VDK3;ELF5;Q6ZQ88;KDM1A;0.126;26584622 
Q8VDK3;ELF5;Q78PY7;SND1;0.126;26584622 
Q8VDK3;ELF5;Q7TQK1;INTS7;0.126;26584622 
Q8VDK3;ELF5;Q80U70;SUZ12;0.126;26584622 
Q8VDK3;ELF5;Q811S7;UBP1;0.126;26584622 
Q8VDK3;ELF5;Q8BMB0;EMSY;0.126;26584622 
Q8VDK3;ELF5;Q8BMQ2;GTF3C4;0.126;26584622 
Q8VDK3;ELF5;Q8BX22;SALL4;0.126;26584622 
Q8VDK3;ELF5;Q8C2Q3;RBM14;0.126;26584622 
Q8VDK3;ELF5;Q8C854;MYEF2;0.126;26584622 
Q8VDK3;ELF5;Q8K114;INTS9;0.126;26584622 
Q8VDK3;ELF5;Q8K2A7;INTS10;0.126;26584622 
Q8VDK3;ELF5;Q8K2H1;PPHLN1;0.126;26584622 
Q8VDK3;ELF5;Q8K310;MATR3;0.126;26584622 
Q8VDK3;ELF5;Q8K5C0;GRHL2;0.126;26584622 
Q8VDK3;ELF5;Q8QZV7;ASUN;0.126;26584622 
Q8VDK3;ELF5;Q8R080;GTSE1;0.126;26584622 
Q8VDK3;ELF5;Q8R3P6;VWA9;0.126;26584622 
Q8VDK3;ELF5;Q8VDK3;ELF5;0.155;26584622 
Q8VHX6;FLNC;Q8VDK3;ELF5;0.126;26584622 
Q91ZW3;SMARCA5;Q8VDK3;ELF5;0.126;26584622 
Q99104;MYO5A;Q8VDK3;ELF5;0.126;26584622 
Q99L45;EIF2S2;Q8VDK3;ELF5;0.126;26584622 
Q99LI5;ZNF281;Q8VDK3;ELF5;0.126;26584622 
Q9CR57;RPL14;Q8VDK3;ELF5;0.126;26584622 
Q9CU65;ZMYM2;Q8VDK3;ELF5;0.126;26584622 
Q9CW03;SMC3;Q8VDK3;ELF5;0.126;26584622 
Q9CYA6;ZCCHC8;Q8VDK3;ELF5;0.126;26584622 
Q9CZM2;RPL15;Q8VDK3;ELF5;0.126;26584622 
Q9CZU3;SKIV2L2;Q8VDK3;ELF5;0.126;26584622 
Q9D2D7;ZNF687;Q8VDK3;ELF5;0.126;26584622 
Q9D8E6;RPL4;Q8VDK3;ELF5;0.126;26584622 
Q9DBR0;AKAP8;Q8VDK3;ELF5;0.126;26584622 
Q9EP97;SENP3;Q8VDK3;ELF5;0.126;26584622 
Q9EST8;NFKBIZ;Q8VDK3;ELF5;0.183;20211142 
Q9JKF1;IQGAP1;Q8VDK3;ELF5;0.126;26584622 
Q9JLZ6;HIC2;Q8VDK3;ELF5;0.126;26584622 
Q9R1C7;PRPF40A;Q8VDK3;ELF5;0.126;26584622 
Q9Z1N2;ORC1;Q8VDK3;ELF5;0.126;26584622 
Q9Z1X4;ILF3;Q8VDK3;ELF5;0.126;26584622 
Q9Z2D8;MBD3;Q8VDK3;ELF5;0.126;26584622 
Q9Z315;SART1;Q8VDK3;ELF5;0.126;26584622 
Q8VDK3;ELF5;Q6PCM2;INTS6;0.126;26584622 
Q8VDK3;ELF5;Q61666;HIRA;0.126;26584622 
Q8VDK3;ELF5;Q5SF07;IGF2BP2;0.126;26584622 
Q8VDK3;ELF5;P61255;RPL26;0.126;26584622 
Q8VDG3;PARN;Q8VDG3;PARN;0.332;19217398 
Q8VCY6;UTP6;P39428;TRAF1;0.183;15102471 
Q8VDD5;MYH9;Q64339;ISG15;0.236;16139798 
Q8VDF2;UHRF1;P22752;HIST1H2AO;0.033;14993289 
Q8VDN2;ATP1A1;O35082;KL;0.21;21605558 
Q8VDN2;ATP1A1;O35157;SLC8A1;0.21;16292983 
Q8VDN2;ATP1A1;P11881;ITPR1;0.21;16292983 
Q8VDN2;ATP1A1;P14094;ATP1B1;0.126;17205597 
Q8VDN2;ATP1A1;P70414;SLC8A1;0.376;15485817 
Q8VDN2;ATP1A1;Q5XLR9;LCT;0.126;17205597 
Q8VDN2;ATP1A1;Q8C3K6;SLC5A1;0.126;17205597 
Q99JW5;EPCAM;Q8VDN2;ATP1A1;0.126;17205597 
Q8VDP3;MICAL1;P42209;SEPT1;0.21;21730291 
Q8VDP3;MICAL1;Q80X90;FLNB;0.21;21730291 
Q8VDP3;MICAL1;Q8VDP3;MICAL1;0.236;21730291 
Q8VDQ1;PTGR2;Q505D9;TRIM67;0.21;22337885 
Q8VDQ8;SIRT2;P47713;PLA2G4A;0.376;26303530 
Q8VDQ8;SIRT2;P51943;CCNA2;0.21;26303530 
Q8VDQ8;SIRT2;P97477;AURKA;0.236;22014574 
Q8VDQ8;SIRT2;Q62108;DLG4;0.236;19455133 
Q91X45;ZBTB3;Q8VDQ8;SIRT2;0.183;20211142 
Q9D032;SSBP3;Q8VDQ8;SIRT2;0.183;20211142 
Q8VDS3;CBX7;O35730;RING1;0.126;22325148 
Q8VDS3;CBX7;P84244;H3F3B;0.523;16537902 
Q8VDS3;CBX7;Q8CCI5;RYBP;0.126;22325148 
Q99N72;MCF2;Q8VDV8;MITD1;0.183;15102471 
Q8VE28;NKD2;A2A5Z6;SMURF2;0.332;19379695 
Q8VE28;NKD2;Q6PD29;ZNF513;0.183;20211142 
Q8VE37;RCC1;P62827;RAN;0.309;26304119 
P30115;GSTA3;O88351;IKBKB;0.183;15102471 
Q9CQT7;DESI1;Q8VE47;UBA5;0.21;22370726 
Q8VE62;PAIP1;P11798;CAMK2A;0.183;15102471 
Q8VE62;PAIP1;P23116;EIF3A;0.21;24396066 
Q8VE62;PAIP1;P29341;PABPC1;0.21;24396066 
Q9WVA2;TIMM8A1;P62259;YWHAE;0.081;16615898 
Q9Z1D1;EIF3G;Q8VE62;PAIP1;0.21;24396066 
Q8VE65;TAF12;Q8R4I1;ATXN7;0.21;16494529 
Q8VE73;CUL7;P62878;RBX1;0.21;16880526 
Q99KN2;CIAO1;P62259;YWHAE;0.081;16615898 
Q9WTX5;SKP1;Q8VE73;CUL7;0.21;16880526 
Q8VDQ8;SIRT2;P62259;YWHAE;0.081;16615898 
Q8VEA6;CHRDL2;P20722;BMP6;0.21;14660436 
Q8VEA6;CHRDL2;P21274;BMP2;0.21;14660436 
Q8VEA6;CHRDL2;P21275;BMP4;0.21;14660436 
Q8VEA6;CHRDL2;P23359;BMP7;0.21;14660436 
Q2VLH6;CD163;P62259;YWHAE;0.081;16615898 
Q8VEA6;CHRDL2;P43027;GDF5;0.21;14660436 
Q8VEA6;CHRDL2;P49003;BMP5;0.21;14660436 
Q8VEB2;SAV1;P68369;TUBA1A;0.126;18369314 
Q8VED2;BLOC1S4;Q8R015;BLOC1S5;0.21;12576321 
Q91WA1;TIPIN;Q8VEE4;RPA1;0.376;17141802 
Q8VEF1;GRAMD1A;Q8BSK8;RPS6KB1;0.183;15102471 
Q8VEL9;REM2;P63101;YWHAZ;0.21;10441394 
Q8VH31;RFPL4A;O09061;PSMB1;0.21;12525704 
Q8VH31;RFPL4A;P24860;CCNB1;0.21;12525704 
Q9Z255;UBE2A;Q8VH31;RFPL4A;0.21;12525704 
Q8VH37;HDAC8;O08580;ESRRA;0.21;20484414 
Q8VH51;RBM39;P63001;RAC1;0.183;15102471 
Q8VDN4;CCDC92;P62259;YWHAE;0.081;16615898 
Q2TPA8;HSDL2;P62259;YWHAE;0.081;16615898 
Q8VHG2;AMOT;O88952;LIN7C;0.309;18824598 
Q8VHG2;AMOT;P46938;YAP1;0.21;21145499 
Q8VHG2;AMOT;Q64512;PTPN13;0.309;18824598 
Q8VHG2;AMOT;Q66T02;PLEKHG5;0.309;18824598 
Q8VHG2;AMOT;Q8BTM8;FLNA;0.309;18824598 
Q8VHG2;AMOT;Q8VBX6;MPDZ;0.309;18824598 
Q9EPK5;WWTR1;Q8VHG2;AMOT;0.21;21145499 
Q9JLB0;MPP6;Q8VHG2;AMOT;0.309;18824598 
Q9JLB2;MPP5;Q8VHG2;AMOT;0.309;18824598 
Q8VHH7;ADCY3;P49817;CAV1;0.376;12122055 
Q91W64;CYP2C70;P62259;YWHAE;0.081;16615898 
Q8VHK9;DHX36;Q8K3Y3;LIN28A;0.21;19713958 
Q8VHL1;SETD7;A2A5Z6;SMURF2;0.21;27292644 
Q01147;CREB1;O89090;SP1;0.376;21262356 
Q99ML9;RNF111;Q8VHL1;SETD7;0.21;27292644 
P37238;PPARG;O89090;SP1;0.523;11777901 
Q9CUN6;SMURF1;Q8VHL1;SETD7;0.21;27292644 
Q8VHP8;RAB40B;F8VPR5;F8VPR5;0.126;26885862 
Q8VHP8;RAB40B;P05214;TUBA3B;0.126;26885862 
Q8VHP8;RAB40B;P06797;CTSL;0.126;26885862 
Q8VHP8;RAB40B;P23927;CRYAB;0.126;26885862 
Q8VHP8;RAB40B;P27546;MAP4;0.126;26885862 
Q8VHP8;RAB40B;P42867;DPAGT1;0.126;26885862 
Q8VHP8;RAB40B;P62869;TCEB2;0.126;26885862 
Q8VHP8;RAB40B;P97819;PLA2G6;0.126;26885862 
Q8VHP8;RAB40B;Q03717;KCNB1;0.126;26885862 
Q8VHP8;RAB40B;Q3UG70;Q3UG70;0.126;26885862 
Q8VHP8;RAB40B;Q3UHH1;ZSWIM8;0.126;26885862 
Q8VHP8;RAB40B;Q5BL07;PEX1;0.126;26885862 
Q8VHP8;RAB40B;Q5SSH7;ZZEF1;0.126;26885862 
Q8VHP8;RAB40B;Q6R5P0;TLR11;0.126;26885862 
Q8VHP8;RAB40B;Q6SJQ7;CD300LF;0.126;26885862 
Q8VHP8;RAB40B;Q6ZQ38;CAND1;0.126;26885862 
Q8VHP8;RAB40B;Q7TME2;SPAG5;0.126;26885862 
Q8VHP8;RAB40B;Q80UZ0;FGD5;0.126;26885862 
Q8VHP8;RAB40B;Q8BGQ7;AARS;0.126;26885862 
Q8VHP8;RAB40B;Q8BUZ3;TIGD4;0.126;26885862 
Q8VHP8;RAB40B;Q8CHQ0;FBXO4;0.126;26885862 
Q8VHP8;RAB40B;Q8K0L0;ASB2;0.126;26885862 
Q8VHQ4;RAB40C;Q8VHP8;RAB40B;0.196;26885862 
Q99NH0;ANKRD17;Q8VHP8;RAB40B;0.126;26885862 
P15806;TCF3;O35437;TCF21;0.126;11591653 
Q9CZX9;EMC4;Q8VHP8;RAB40B;0.126;26885862 
P15806;TCF3;O35900;LSM2;0.126;22354994 
Q8VHQ2;SOCS7;P48356;LEPR;0.309;16698021 
P15806;TCF3;O54941;SMARCE1;0.183;20211142 
P15806;TCF3;O70251;EEF1B;0.126;22354994 
P15806;TCF3;O70456;SFN;0.126;22354994 
Q9R1Z8;SORBS3;Q8VHQ2;SOCS7;0.21;15242778 
P15806;TCF3;P09405;NCL;0.126;22354994 
Q8VHQ4;RAB40C;E9Q8N1;E9Q8N1;0.126;26885862 
Q8VHQ4;RAB40C;P06151;LDHA;0.126;26885862 
P15806;TCF3;P0CG49;UBB;0.126;22354994 
Q8VHQ4;RAB40C;P61219;POLR2F;0.126;26885862 
P15806;TCF3;P0CG50;UBC;0.21;17339447 
Q8VHQ4;RAB40C;P62869;TCEB2;0.126;26885862 
P15806;TCF3;P10630;EIF4A2;0.126;22354994 
Q8VHQ4;RAB40C;Q5RJ54;ZSCAN26;0.126;26885862 
P15806;TCF3;P11031;SUB1;0.126;22354994 
Q8VHQ4;RAB40C;Q69ZK0;PREX1;0.126;26885862 
P15806;TCF3;P12815;PDCD6;0.126;22354994 
Q8VHQ4;RAB40C;Q6ZPJ3;UBE2O;0.126;26885862 
P15806;TCF3;P12970;RPL7A;0.126;22354994 
Q8VHQ4;RAB40C;Q6ZPV2;INO80;0.126;26885862 
P15806;TCF3;P13864;DNMT1;0.126;22354994 
Q8VHQ4;RAB40C;Q8BR07;BICD1;0.126;26885862 
P15806;TCF3;P14115;RPL27A;0.126;22354994 
Q8VHQ4;RAB40C;Q8K2Q2;GSTO2;0.126;26885862 
P15806;TCF3;P14206;RPSA;0.126;22354994 
Q91ZD1;OSR2;Q8VHQ4;RAB40C;0.126;26885862 
Q921C5;BICD2;Q8VHQ4;RAB40C;0.126;26885862 
P17918;PCNA;P15806;TCF3;0.126;22354994 
Q99KV1;DNAJB11;Q8VHQ4;RAB40C;0.126;26885862 
P20067;ID1;P15806;TCF3;0.126;11591653 
Q04207;RELA;O89090;SP1;0.376;21262356 
Q9D5V5;CUL5;Q8VHQ4;RAB40C;0.126;26885862 
P26687;TWIST1;P15806;TCF3;0.309;23395635 
Q9EQF6;DPYSL5;Q8VHQ4;RAB40C;0.126;26885862 
P41133;ID3;P15806;TCF3;0.583;8759016 22354994 
Q8VHR5;GATAD2B;Q80Z64;NANOG;0.416;23892456 18454139 
P58462;FOXP1;P15806;TCF3;0.183;20211142 
Q8VHS6;ASB15;Q80W03;TOX3;0.183;20211142 
P60843;EIF4A1;P15806;TCF3;0.126;22354994 
P61089;UBE2N;P15806;TCF3;0.126;22354994 
Q8BUA2;ABI3BP;P62259;YWHAE;0.081;16615898 
P61290;PSME3;P15806;TCF3;0.126;22354994 
P62806;HIST4H4;P15806;TCF3;0.126;22354994 
P62908;RPS3;P15806;TCF3;0.126;22354994 
P68254;YWHAQ;P15806;TCF3;0.126;22354994 
P70271;PDLIM4;P15806;TCF3;0.183;20211142 
P70447;NEUROG2;P15806;TCF3;0.523;8948587 
Q8VHY0;CSPG4;P23819;GRIA2;0.21;12458226 
Q3TKT4;SMARCA4;P15806;TCF3;0.126;22354994 
Q60722;TCF4;P15806;TCF3;0.523;15351717 
Q60756;TCF15;P15806;TCF3;0.309;23395635 
Q60864;STIP1;P15806;TCF3;0.126;22354994 
Q60867;NEUROD1;P15806;TCF3;0.309;23395635 
Q8VI24;SATB2;Q06507;ATF4;0.376;16751105 
Q60972;RBBP4;P15806;TCF3;0.126;22354994 
Q8VI24;SATB2;Q08775;RUNX2;0.21;16751105 
Q60973;RBBP7;P15806;TCF3;0.126;22354994 
Q8VI33;TAF9;P46099;KLF1;0.21;19251649 
Q61039;HAND2;P15806;TCF3;0.623;10924525 15351717 
Q61286;TCF12;P15806;TCF3;0.523;15351717 
Q8VI36;PXN;P00520;ABL1;0.569;9603926 
Q61937;NPM1;P15806;TCF3;0.126;22354994 
Q62392;PHLDA1;P15806;TCF3;0.126;11591653 
Q64522;HIST2H2AB;P15806;TCF3;0.126;22354994 
Q6PDM2;SRSF1;P15806;TCF3;0.126;22354994 
Q8VI36;PXN;P31938;MAP2K1;0.376;14636584 
Q6PDQ2;CHD4;P15806;TCF3;0.126;22354994 
Q8VI36;PXN;P34152;PTK2;0.376;16298995 10931187 
Q6ZPI0;JADE1;P15806;TCF3;0.183;20211142 
Q8VI36;PXN;P35546;RET;0.126;22732841 
Q7TNK1;RFX4;P15806;TCF3;0.183;20211142 
Q8VI36;PXN;P53668;LIMK1;0.376;15023529 
Q8BFU2;HIST3H2A;P15806;TCF3;0.126;22354994 
Q8VI36;PXN;P54763;EPHB2;0.126;16298995 
Q8BG32;PSMD11;P15806;TCF3;0.126;22354994 
Q8BGJ0;ZDHHC15;P15806;TCF3;0.183;20211142 
Q8VI36;PXN;P70196;TRAF6;0.183;15102471 
Q8C0J6;SOWAHC;P15806;TCF3;0.183;20211142 
Q8VI36;PXN;Q64010;CRK;0.21;14636584 
Q8CCF0;PRPF31;P15806;TCF3;0.126;22354994 
Q8VI36;PXN;Q68FF6;GIT1;0.21;12153727 
Q8CFD5;ERCC8;P15806;TCF3;0.183;20211142 
Q8CIN4;PAK2;P15806;TCF3;0.126;22354994 
Q9ES28;ARHGEF7;Q8VI36;PXN;0.21;12153727 
Q8K2Z4;NCAPD2;P15806;TCF3;0.126;22354994 
Q8R323;RFC3;P15806;TCF3;0.126;22354994 
Q8VDM4;PSMD2;P15806;TCF3;0.126;22354994 
P70354;MSX3;O89090;SP1;0.21;15663180 
Q920Q8;IVNS1ABP;P15806;TCF3;0.183;20211142 
Q921M3;SF3B3;P15806;TCF3;0.126;22354994 
Q924Z4;CERS2;P15806;TCF3;0.183;20211142 
Q8VI56;LRP4;P69566;RANBP9;0.376;19071120 
Q99K48;NONO;P15806;TCF3;0.126;22354994 
Q99LX0;PARK7;P15806;TCF3;0.126;22354994 
Q99NE9;PBX4;P15806;TCF3;0.183;20211142 
Q99PV0;PRPF8;P15806;TCF3;0.126;22354994 
Q9ERE7;MESDC2;Q8VI56;LRP4;0.376;24140340 
Q9CPV7;ZDHHC6;P15806;TCF3;0.183;20211142 
Q9D8E6;RPL4;P15806;TCF3;0.126;22354994 
P47811;MAPK14;O89090;SP1;0.183;15102471 
Q9EP71;RAI14;P15806;TCF3;0.183;20211142 
Q8VI67;SP7;P62960;YBX1;0.21;19927124 
Q8VI67;SP7;Q3UZ39;LRRFIP1;0.21;19927124 
Q9JI90;RNF14;P15806;TCF3;0.183;20211142 
Q9QXN3;TRIP4;P15806;TCF3;0.183;20211142 
Q9WTX5;SKP1;P15806;TCF3;0.126;22354994 
Q9WVB3;TLE6;P15806;TCF3;0.183;20211142 
Q8VIG1;REST;P42859;HTT;0.376;12881722 
Q9WVJ2;PSMD13;P15806;TCF3;0.126;22354994 
Q9WVP6;PAPOLB;P15806;TCF3;0.183;20211142 
Q9Z1D1;EIF3G;P15806;TCF3;0.126;22354994 
Q8VIM0;HAVCR2;P16045;LGALS1;0.126;16286920 
Q9Z2U2;ZFP292;P15806;TCF3;0.183;20211142 
Q8VIM0;HAVCR2;P16110;LGALS3;0.126;16286920 
Q8VIM0;HAVCR2;Q8K419;LGALS4;0.126;16286920 
Q9JLZ6;HIC2;P62259;YWHAE;0.081;16615898 
Q8VIM5;MYOCD;B2RWS6;EP300;0.21;15601857 
Q9DCH4;EIF3F;P62259;YWHAE;0.081;16615898 
Q8VIM5;MYOCD;P62806;HIST4H4;0.21;15601857 
Q8VIM5;MYOCD;Q64524;HIST2H2BE;0.21;15601857 
Q8VIM5;MYOCD;Q6GSS7;HIST2H2AA2;0.21;15601857 
Q8VIM5;MYOCD;Q8BLR9;HIF1AN;0.183;20211142 
Q9CPU7;FBXO32;Q8VIM5;MYOCD;0.569;27403897 
Q9D1J2;COPE;P62259;YWHAE;0.081;16615898 
P05532;KIT;O89100;GRAP2;0.21;9872323 
Q9DC49;Q9DC49;P62259;YWHAE;0.081;16615898 
Q91YT0;NDUFV1;P62259;YWHAE;0.081;16615898 
Q9DC50;CROT;P62259;YWHAE;0.081;16615898 
Q8VDP4;CCAR2;P62259;YWHAE;0.081;16615898 
Q9CQQ8;LSM7;P62322;LSM5;0.126;11591653 
Q9DC48;CDC40;P62259;YWHAE;0.081;16615898 
Q9D7J9;ECHDC3;P62259;YWHAE;0.081;16615898 
Q60809;CNOT7;P62325;BTG1;0.183;20211142 
Q9D8X5;CNOT8;P62325;BTG1;0.183;20211142 
Q8VDQ1;PTGR2;P62259;YWHAE;0.081;16615898 
Q9Z218;DPP6;P62259;YWHAE;0.081;16615898 
Q9DCV7;KRT7;P62259;YWHAE;0.081;16615898 
Q9DCG9;TRMT112;P62259;YWHAE;0.081;16615898 
Q9DC69;NDUFA9;P62259;YWHAE;0.081;16615898 
P98083;SHC1;O89100;GRAP2;0.309;9872323 
Q80U87;USP8;O89100;GRAP2;0.623;12176364 
Q9CZ58;PSMA2;P62259;YWHAE;0.081;16615898 
Q3TC72;FAHD2;P62259;YWHAE;0.081;16615898 
Q60787;LCP2;O89100;GRAP2;0.236;24584089 
P19091;AR;O89110;CASP8;0.21;17170703 
Q62108;DLG4;O89112;LANCL1;0.236;19455133 
Q9D8Y7;TNFAIP8L2;O89110;CASP8;0.376;18455983 
Q61160;FADD;O89110;CASP8;0.765;26555174 18708583 24144979 18946037 16469705 
Q99J83;ATG5;O89110;CASP8;0.396;18946037 22362782 
Q80TQ2;CYLD;O89110;CASP8;0.309;22037414 
Q9CZ44;NSFL1C;P62259;YWHAE;0.081;16615898 
Q8VE33;GDAP1L1;P62259;YWHAE;0.081;16615898 
Q9JKK1;STX6;O89116;VTI1A;0.21;15640147 
Q9DC61;PMPCA;P62259;YWHAE;0.081;16615898 
Q3TFD2;LPCAT1;P62259;YWHAE;0.081;16615898 
P62331;ARF6;O70161;PIP5K1C;0.21;20493856 
Q9CZB0;SDHC;P62259;YWHAE;0.081;16615898 
Q9DCC4;PYCRL;P62259;YWHAE;0.081;16615898 
Q8VE88;FAM114A2;P62259;YWHAE;0.081;16615898 
Q3TBW2;MRPL10;P62259;YWHAE;0.081;16615898 
Q2YDW7;SETD8;P62259;YWHAE;0.081;16615898 
Q9DCA5;BRIX1;P62259;YWHAE;0.081;16615898 
Q9CZ30;OLA1;P62259;YWHAE;0.081;16615898 
Q31216;MHC Q-5-K;P62259;YWHAE;0.081;16615898 
Q9DC77;SMPX;P62259;YWHAE;0.081;16615898 
Q9CZ42;CARKD;P62259;YWHAE;0.081;16615898 
Q9DCB1;HMGN3;P62259;YWHAE;0.081;16615898 
Q3TZM9;ALG11;P62259;YWHAE;0.081;16615898 
Q3TEA8;HP1BP3;P62259;YWHAE;0.081;16615898 
Q3TCH7;CUL4A;P62259;YWHAE;0.081;16615898 
P62334;PSMC6;O09061;PSMB1;0.081;23706739 
P62334;PSMC6;O35955;PSMB10;0.081;23706739 
P62334;PSMC6;O55234;PSMB5;0.081;23706739 
P62334;PSMC6;P28063;PSMB8;0.081;23706739 
P62334;PSMC6;P28076;PSMB9;0.081;23706739 
P62334;PSMC6;P49722;PSMA2;0.081;23706739 
P62334;PSMC6;P61290;PSME3;0.081;23706739 
P97371;PSME1;P62334;PSMC6;0.081;23706739 
P97372;PSME2;P62334;PSMC6;0.081;23706739 
Q5SSW2;PSME4;P62334;PSMC6;0.081;23706739 
Q99JI4;PSMD6;P62334;PSMC6;0.081;23706739 
Q9R1P0;PSMA4;P62334;PSMC6;0.081;23706739 
Q9R1P3;PSMB2;P62334;PSMC6;0.081;23706739 
Q3TC93;HS1BP3;P62259;YWHAE;0.081;16615898 
Q8VDK3;ELF5;O70133;DHX9;0.126;26584622 
Q8VCZ7;ZBTB7C;P02340;TP53;0.21;22253232 
P21784;RAG2;P15919;RAG1;0.309;19396172 
Q8VDW0;DDX39A;P62259;YWHAE;0.081;16615898 
Q3TDQ1;STT3B;P62259;YWHAE;0.081;16615898 
P52293;KPNA2;P15919;RAG1;0.309;19324890 
Q3TDD9;PPP1R21;P62259;YWHAE;0.081;16615898 
Q9JL60;GMEB1;P15919;RAG1;0.309;19324890 
Q3TCN2;PLBD2;P62259;YWHAE;0.081;16615898 
Q8VDU0;GPSM2;P62259;YWHAE;0.081;16615898 
Q8VDS4;RPRD1A;P62259;YWHAE;0.081;16615898 
Q8BUK6;HOOK3;P30204;MSR1;0.21;17237231 
P63141;KCNA2;P62482;KCNAB2;0.454;21106837 
Q62108;DLG4;P62482;KCNAB2;0.554;19022416 27507650 19455133 28671696 
Q08509;EPS8;P62484;ABI2;0.21;19564905 
Q8VDS0;PDS5A;P62259;YWHAE;0.081;16615898 
Q3TDK6;ROGDI;P62259;YWHAE;0.081;16615898 
Q9Z140;CPNE6;P62259;YWHAE;0.081;16615898 
Q9DCE9;IGTP;P62259;YWHAE;0.081;16615898 
Q9DCC5;CBX3;P62259;YWHAE;0.081;16615898 
Q8VE80;THOC3;P62259;YWHAE;0.081;16615898 
Q3TRR0;MAP9;P62259;YWHAE;0.081;16615898 
Q9CZ91;SRFBP1;P62259;YWHAE;0.081;16615898 
